Local time in Guelmim,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,,Tsi,Posi,Psi,Pasi,Usi,Ddsi,Ffsi,Nsi,Wwsi,W1si,W2si,Tnsi,Txsi,Clsi,Nhsi,His,Cmsi,Chsi,Vvsi,Tdsi,RRRsi,tRsi,Esi,Tgsi,E'si,ssssi
1/5/14 9:00,10,741.5,768.9,82,Wind blowing from the east,3,,,,"Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 480 m",5,7,,15.6,756.4,761.6,1,86,Wind blowing from the north-east,3,70 - 80%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,13.2,,,,,,
1/5/14 10:00,13,741.8,768.9,82,Wind blowing from the south-southwest,1,,,,Scattered clouds (40-50%) 480 m,10.0 and more,10,,17.7,757.6,762.8,1.2,75,Wind blowing from the north-northeast,3,40%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,13.2,,,,,,
1/5/14 11:00,15,741.2,768.1,72,Wind blowing from the south-west,1,,,,No Significant Clouds,10.0 and more,10,,17.8,756.9,762.1,-0.7,75,Wind blowing from the west-northwest,4,50%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,13.2,,,,,,
1/5/14 12:00,18,740.7,767.3,52,Wind blowing from the west-southwest,1,,,,No Significant Clouds,10.0 and more,8,,17,757.5,762.7,0.6,84,Wind blowing from the north-west,2,70 - 80%, ,,,,18.7,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,14.3,,,,,,
1/5/14 13:00,19,740.1,766.6,49,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,8,,15.7,758.7,763.9,,92,Wind blowing from the north,3,60%, ,,,15.3,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,14.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",13,,
1/5/14 14:00,22,739.6,765.8,33,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,5,,15.7,759.9,765.1,1.2,89,Wind blowing from the north-northeast,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,13.9,,,,,,
1/5/14 15:00,22,738.8,765,33,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,5,,17.3,760,765.2,0.1,80,Wind blowing from the north-northeast,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,13.7,,,,,,
1/5/14 16:00,23,738.9,765,31,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,5,,17.3,759.5,764.7,-0.5,78,Wind blowing from the north-northeast,4,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,13.4,,,,,,
1/5/14 17:00,22,738.8,765,36,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,6,,16.6,759.4,764.6,-0.1,83,Wind blowing from the north-northeast,2,60%, ,,,,18,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,13.7,,,,,,
1/5/14 18:00,21,739.5,765.8,40,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,7,,14.1,758.9,764.2,,87,Wind blowing from the south-southeast,2,40%, ,,,14,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",11,,
1/6/14 6:00,7,739,766.6,46,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-4,,15.6,759.6,764.8,0.7,83,Wind blowing from the south-west,3,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12.7,,,,,,
1/6/14 7:00,8,739.7,767.3,37,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,-6,,16.9,760,765.2,0.4,75,Wind blowing from the west-northwest,3,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12.5,,,,,,
1/6/14 8:00,8,746.9,774.7,32,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,-8,,18.2,759.2,764.4,-0.8,71,Wind blowing from the north-west,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12.8,,,,,,
1/6/14 9:00,13,739.5,766.6,21,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,-9,,17,759.1,764.3,-0.1,74,Wind blowing from the north-northeast,3,20-30%, ,,,,18.4,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12.4,,,,,,
1/6/14 10:00,18,740,766.6,16,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,-8,,13.5,759.1,764.4,,85,Wind blowing from the south-east,1,"10%  or less, but not 0", ,,,13.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,11,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
1/6/14 11:00,23,740.4,766.6,10,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-10,,15.4,760,765.2,0.9,69,Wind blowing from the east-northeast,1,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,9.6,,,,,,
1/6/14 12:00,24,739.8,765.8,9,Wind blowing from the south-east,4,,,,No Significant Clouds,10.0 and more,-11,,16.8,760.8,766,0.8,78,Wind blowing from the north,3,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,13,,,,,,
1/6/14 13:00,25,739.1,765,7,Wind blowing from the south-east,1,,,,No Significant Clouds,10.0 and more,-13,,18.8,759.9,765.1,-0.9,71,Wind blowing from the north-northeast,3,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,13.3,,,,,,
1/6/14 14:00,26,737.7,763.5,5,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,-16,,17.8,759.3,764.5,-0.6,74,Wind blowing from the north-east,3,no clouds, ,,,,19,,,,,,7,13.1,,,,,,
1/6/14 15:00,26,737.7,763.5,6,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,-14,,18.5,758.7,763.9,,44,Wind blowing from the east,1,no clouds, ,,,17.4,,,,,,,6,5.9,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
1/6/14 16:00,27,737.8,763.5,5,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,-15,,25.3,759.4,764.5,0.7,25,Wind blowing from the east-northeast,2,no clouds, ,,,,,,,,,,6,4,,,,,,
1/6/14 17:00,25,737.6,763.5,9,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,-10,,23.8,759.4,764.5,0,32,Wind blowing from the north-northwest,2,no clouds, ,,,,,,,,,,6,6.3,,,,,,
1/6/14 18:00,23,738.2,764.3,12,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,-8,,25.5,758.5,763.5,-0.9,22,Wind blowing from the north-northeast,4,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",6,2.3,,,,,,
1/7/14 6:00,12,737.9,765,22,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,-9,,23.6,758.1,763.2,-0.4,37,Wind blowing from the north-east,4,"10%  or less, but not 0", ,,,,26,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",6,7.9,,,,,,
1/7/14 7:00,12,738.7,765.8,22,Wind blowing from the east,7,,,,No Significant Clouds,10.0 and more,-9,,25.6,757.4,762.4,,21,Wind blowing from the south-east,6,no clouds, ,,,23.2,,,,,,,6,1.8,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",17,,
1/7/14 8:00,12,738.7,765.8,22,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,-9,,26.5,758.6,763.6,1.2,18,Wind blowing from the south-southeast,6,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,0.3,,,,,,
1/7/14 9:00,16,739,765.8,17,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,-9,,29.7,759.1,764.1,0.5,12,Wind blowing from the south-southeast,6,no clouds, ,,,,,,,,,,7,-2.4,,,,,,
1/7/14 11:00,23,739.7,765.8,13,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,-7,,31.1,757.7,762.7,-1.4,12,Wind blowing from the south-west,4,no clouds, ,,,,,,,,,,7,-1.8,,,,,,
1/7/14 12:00,25,739.1,765,12,Wind blowing from the south-southeast,6,,,,No Significant Clouds,10.0 and more,-6,,23.2,758.6,763.7,0.9,42,Wind blowing from the west,1,40%, ,,,,31.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7,9.6,,,,,,
1/7/14 13:00,26,737.7,763.5,11,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,-7,,18.6,758.3,763.5,,58,Wind blowing from the west,2,20-30%, ,,,18.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,10.2,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",13,,
1/7/14 14:00,27,737.1,762.8,11,Wind blowing from the south,5,,,,No Significant Clouds,10.0 and more,-6,,18.7,759.3,764.5,1,62,Wind blowing from the west,3,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,11.2,,,,,,
1/7/14 15:00,27,737.1,762.8,11,Wind blowing from the south,5,,,,No Significant Clouds,10.0 and more,-6,,21.4,760.2,765.3,0.9,67,Wind blowing from the west,4,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,15.1,,,,,,
1/7/14 16:00,28,737.2,762.8,12,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,-4,,22.5,759.4,764.5,-0.8,62,Wind blowing from the west-southwest,3,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",7,14.9,,,,,,
1/7/14 17:00,26,737,762.8,13,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,-4,,19.9,759.2,764.3,-0.2,79,Wind blowing from the north-northeast,2,"10%  or less, but not 0", ,,,,22.7,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",7,16.2,,,,,,
1/7/14 18:00,25,736.9,762.8,15,Wind blowing from the south,5,,,,No Significant Clouds,10.0 and more,-3,,15.5,759.8,765,,89,Wind blowing from the south-southwest,2,50%, ,,,15.5,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,13.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",11,,
1/8/14 6:00,13,737.3,764.3,26,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,-6,,16.5,760.6,765.8,0.8,81,Wind blowing from the west-southwest,2,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,13.2,,,,,,
1/8/14 7:00,16,737.6,764.3,22,Wind blowing from the east,7,,,,No Significant Clouds,10.0 and more,-6,,17.9,760.4,765.6,-0.2,80,Wind blowing from the west,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,14.4,,,,,,
1/8/14 8:00,16,737.6,764.3,22,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,-6,,17.8,759.7,764.9,-0.7,80,Wind blowing from the north-west,3,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,14.3,,,,,,
1/8/14 9:00,18,738.5,765,19,Wind blowing from the east,7,,,,No Significant Clouds,10.0 and more,-6,,16.4,760.2,765.4,0.5,83,Wind blowing from the north-northeast,3,"90  or more, but not 100%", ,,,,18.7,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,13.5,,,,,,
1/8/14 10:00,22,738.1,764.3,15,Wind blowing from the south-east,9,,,,No Significant Clouds,10.0 and more,-6,,16,760.3,765.5,,77,Wind blowing from the north-east,3,"90  or more, but not 100%", ,,,15.8,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,11.9,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",11,,
1/8/14 11:00,23,738.2,764.3,14,Wind blowing from the south-east,8,16,,,No Significant Clouds,10.0 and more,-6,,16.5,760.8,766,0.5,73,Wind blowing from the north-northeast,3,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,7,11.7,,,,,,
1/8/14 12:00,24,737.5,763.5,14,Wind blowing from the south-southeast,11,17,,,No Significant Clouds,10.0 and more,-5,,17.6,761,766.2,0.2,69,Wind blowing from the north-northeast,6,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,11.7,,,,,,
1/8/14 13:00,24,736.9,762.8,14,Wind blowing from the south,9,15,,,No Significant Clouds,10.0 and more,-5,,17.4,760.2,765.4,-0.8,72,Wind blowing from the north-northeast,7,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,12.3,,,,,,
1/8/14 14:00,25,736.2,762,13,Wind blowing from the south-southeast,9,16,,,No Significant Clouds,10.0 and more,-5,,17,760.4,765.6,0.2,72,Wind blowing from the north-northeast,5,70 - 80%, ,,,,18,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,11.8,,,,,,
1/8/14 15:00,25,735.4,761.2,12,Wind blowing from the south,10,16,,,No Significant Clouds,10.0 and more,-6,,14.9,759.3,764.5,,85,Wind blowing from the north-northeast,3,70 - 80%, ,,,14.7,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",13,,
1/8/14 16:00,25,734.7,760.5,12,Wind blowing from the south-southeast,10,16,,,No Significant Clouds,10.0 and more,-6,,15.5,759.6,764.8,0.3,82,Wind blowing from the north-northeast,1,50%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,12.4,,,,,,
1/8/14 17:00,24,734.6,760.5,13,Wind blowing from the south-southeast,11,17,,,No Significant Clouds,10.0 and more,-6,,17,760.1,765.3,0.5,79,Wind blowing from the north-northeast,4,20-30%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,13.4,,,,,,
1/8/14 18:00,23,735.2,761.2,13,Wind blowing from the south-southeast,9,14,,,No Significant Clouds,10.0 and more,-7,,17.7,759.5,764.7,-0.6,73,Wind blowing from the north-northeast,4,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,12.8,,,,,,
1/9/14 6:00,19,734.2,760.5,26,Wind blowing from the east-southeast,10,,,,No Significant Clouds,10.0 and more,-1,,17,759.3,764.5,-0.2,74,Wind blowing from the north-northeast,5,20-30%, ,,,,17.9,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,12.4,,,,,,
1/9/14 7:00,19,733.4,759.7,26,Wind blowing from the east-southeast,10,17,,,No Significant Clouds,10.0 and more,-1,,14,758.1,763.3,,90,Wind blowing from the south,2,70 - 80%, ,,,13.9,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,12.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
1/9/14 8:00,18,733.3,759.7,28,Wind blowing from the south-east,11,19,,,No Significant Clouds,10.0 and more,-1,,15.4,759,764.2,0.9,81,Wind blowing from the west-southwest,2,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,12.1,,,,,,
1/9/14 9:00,19,734.2,760.5,24,Wind blowing from the east-southeast,16,,,,Scattered clouds (40-50%) 6000 m,8,-2,,17.3,758.4,763.6,-0.6,74,Wind blowing from the west-northwest,4,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,12.6,,,,,,
