Local time in Sidi Ifni,T,Po,P,Pa,U,DD,Ff,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
2014-07-22 06:00:00,19.1,756.5,761.6,,100.0,Wind blowing from the west-southwest,3.0,100%,"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ",,,19.1,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%,200-300,,,0.8,19.1,,,,,,
2014-07-22 09:00:00,18.9,756.9,762.1,0.4,99.0,Wind blowing from the west,2.0,100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%,200-300,,,1.5,18.7,,,,,,
2014-07-22 12:00:00,19.5,756.8,761.9,-0.1,91.0,Wind blowing from the south-west,3.0,100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,4.0,18.0,,,,,,
2014-07-22 15:00:00,20.8,756.4,761.5,-0.4,87.0,Wind blowing from the north-northeast,2.0,100%,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,4.5,18.6,,,,,,
2014-07-22 18:00:00,21.4,756.4,761.5,0.0,85.0,Wind blowing from the north-northeast,5.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.7,,,,,,
2014-07-23 06:00:00,19.5,755.8,760.9,,90.0,Wind blowing from the north-east,2.0,100%, ,,,19.4,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,7.0,17.8,,,,,,
2014-07-23 09:00:00,19.6,756.5,761.6,0.7,89.0,Wind blowing from the north-northwest,2.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,7.0,17.8,,,,,,
2014-07-23 12:00:00,20.7,756.5,761.6,0.0,83.0,Wind blowing from the west-northwest,2.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.6,,,,,,
2014-07-23 15:00:00,22.0,756.2,761.3,-0.3,78.0,Wind blowing from the north-northeast,4.0,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.0,,,,,,
2014-07-23 18:00:00,21.3,756.3,761.4,0.1,83.0,Wind blowing from the north,3.0,60%, ,,,,22.3,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.2,,,,,,
2014-07-24 06:00:00,18.6,754.6,759.7,,93.0,Wind blowing from the north-northeast,3.0,100%, ,,,18.6,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,8.0,17.4,,,,,,
2014-07-24 09:00:00,19.6,755.6,760.7,1.0,90.0,Wind blowing from the north-northeast,2.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,8.0,17.9,,,,,,
2014-07-24 12:00:00,20.4,755.7,760.8,0.1,79.0,Wind blowing from the north-northeast,3.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,8.0,16.7,,,,,,
2014-07-24 15:00:00,21.9,755.5,760.6,-0.2,75.0,Wind blowing from the north,2.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,17.2,,,,,,
2014-07-24 18:00:00,21.5,755.2,760.3,-0.3,80.0,Wind blowing from the west,2.0,"90  or more, but not 100%", ,,,,22.9,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,7.0,17.8,,,,,,
2014-07-25 06:00:00,19.2,754.3,759.4,,88.0,Wind blowing from the north-northeast,2.0,70 - 80%, ,,,19.1,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,17.2,,,,,,
2014-07-25 09:00:00,19.7,754.6,759.7,0.3,84.0,Wind blowing from the west-northwest,2.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,16.9,,,,,,
2014-07-25 12:00:00,21.6,755.0,760.1,0.4,74.0,Wind blowing from the west,2.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,16.8,,,,,,
2014-07-25 15:00:00,22.0,755.0,760.1,0.0,75.0,Wind blowing from the north-west,3.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,17.4,,,,,,
2014-07-25 18:00:00,21.6,754.9,760.0,-0.1,80.0,Wind blowing from the north,2.0,20-30%, ,,,,22.3,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,18.0,,,,,,
2014-07-26 06:00:00,19.5,755.8,760.9,,93.0,Wind blowing from the west-southwest,3.0,"90  or more, but not 100%", ,,,19.4,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,7.0,18.3,,,,,,
2014-07-26 09:00:00,19.8,756.2,761.3,0.4,92.0,Wind blowing from the west-southwest,4.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,7.0,18.5,,,,,,
2014-07-26 12:00:00,22.4,757.1,762.2,0.9,76.0,Wind blowing from the west-southwest,4.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,17.9,,,,,,
2014-07-26 15:00:00,22.6,756.7,761.8,-0.4,74.0,Wind blowing from the north-northeast,4.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,17.7,,,,,,
2014-07-26 18:00:00,21.6,757.1,762.2,0.4,80.0,Wind blowing from the north-northeast,2.0,20-30%, ,,,,23.2,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.0,,,,,,
2014-07-27 06:00:00,20.1,758.0,763.1,,89.0,Wind blowing from the north-northeast,1.0,100%, ,,,20.1,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,10.0,18.3,,,,,,
2014-07-27 09:00:00,20.3,758.8,763.9,0.8,83.0,Wind blowing from the north-west,2.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,8.0,17.3,,,,,,
2014-07-27 12:00:00,22.5,758.7,763.8,-0.1,74.0,Wind blowing from the west,3.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,17.6,,,,,,
2014-07-27 15:00:00,21.5,758.4,763.5,-0.3,80.0,Wind blowing from the north-northeast,2.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,17.8,,,,,,
2014-07-27 18:00:00,22.3,758.2,763.3,-0.2,73.0,Wind blowing from the north-northeast,5.0,no clouds, ,,,,22.7,,,,,,10.0,17.2,,,,,,
2014-07-28 06:00:00,20.2,758.2,763.3,,86.0,"Calm, no wind",0.0,100%, ,,,20.1,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.7,,,,,,
2014-07-28 09:00:00,20.7,758.5,763.6,0.3,85.0,Wind blowing from the west,2.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,7.0,18.0,,,,,,
2014-07-28 12:00:00,22.2,758.5,763.6,0.0,77.0,Wind blowing from the west-northwest,4.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.0,,,,,,
2014-07-28 15:00:00,22.0,758.5,763.6,0.0,79.0,Wind blowing from the north-northeast,5.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.1,,,,,,
2014-07-28 18:00:00,22.9,758.2,763.3,-0.3,76.0,Wind blowing from the north-northeast,7.0,no clouds, ,,,,23.5,,,,,,7.0,18.4,,,,,,
2014-07-29 06:00:00,19.9,756.7,761.8,,89.0,Wind blowing from the north-northeast,2.0,100%, ,,,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,8.0,18.1,,,,,,
2014-07-29 09:00:00,20.0,757.3,762.4,0.6,87.0,Wind blowing from the north,2.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,8.0,17.7,,,,,,
2014-07-29 12:00:00,21.7,757.0,762.1,-0.3,80.0,Wind blowing from the north,3.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,7.0,18.1,,,,,,
2014-07-29 15:00:00,22.0,755.9,761.0,-1.1,80.0,Wind blowing from the north,3.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.3,,,,,,
2014-07-29 18:00:00,22.0,754.6,759.7,-1.3,80.0,Wind blowing from the north-east,7.0,no clouds, ,,,,22.2,,,,,,7.0,18.3,,,,,,
2014-07-30 06:00:00,20.3,755.7,760.8,,86.0,Wind blowing from the north-east,3.0,100%, ,,,20.2,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,7.0,17.8,,,,,,
2014-07-30 09:00:00,20.6,756.3,761.4,0.6,84.0,,,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,7.0,17.7,,,,,,
2014-07-30 12:00:00,23.2,755.9,761.0,-0.4,73.0,Wind blowing from the north-east,4.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.1,,,,,,
2014-07-30 15:00:00,22.7,755.7,760.8,-0.2,73.0,Wind blowing from the north-northeast,4.0,no clouds, ,,,,,,,,,,7.0,17.7,,,,,,
2014-07-30 18:00:00,21.8,755.8,760.9,0.1,77.0,Wind blowing from the north-northeast,4.0,no clouds, ,,,,23.4,,,,,,7.0,17.6,,,,,,
2014-07-31 06:00:00,19.8,757.0,762.1,,83.0,Wind blowing from the north-east,2.0,100%, ,,,19.7,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,10.0,16.8,,,,,,
2014-07-31 09:00:00,19.5,757.9,763.0,0.9,87.0,Wind blowing from the north-east,2.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,10.0,17.3,,,,,,
2014-07-31 12:00:00,22.3,758.2,763.3,0.3,72.0,Wind blowing from the north-northeast,4.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,16.9,,,,,,
2014-07-31 15:00:00,22.4,757.9,763.0,-0.3,74.0,Wind blowing from the north-northeast,4.0,no clouds, ,,,,,,,,,,10.0,17.5,,,,,,
2014-07-31 18:00:00,22.0,757.9,763.0,0.0,79.0,Wind blowing from the north-northeast,4.0,"10%  or less, but not 0", ,,,,22.6,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,18.1,,,,,,
2014-08-01 06:00:00,19.6,759.0,764.2,,87.0,Wind blowing from the north-east,4.0,100%, ,,,19.5,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,8.0,17.4,,,,,,
2014-08-01 09:00:00,20.2,759.0,764.1,0.0,85.0,Wind blowing from the north-east,4.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,8.0,17.6,,,,,,
2014-08-01 12:00:00,22.4,759.3,764.4,0.3,72.0,Wind blowing from the north-northeast,3.0,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,17.0,,,,,,
2014-08-01 15:00:00,22.7,758.3,763.4,-1.0,67.0,Wind blowing from the north-northeast,4.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,16.3,,,,,,
2014-08-01 18:00:00,22.0,757.7,762.8,-0.6,72.0,Wind blowing from the north-northeast,5.0,"10%  or less, but not 0", ,,,,23.0,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,16.7,,,,,,
2014-08-02 06:00:00,19.5,755.5,760.6,,88.0,Wind blowing from the north-northeast,3.0,70 - 80%, ,,,19.4,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,17.5,,,,,,
2014-08-02 09:00:00,20.2,755.7,760.8,0.2,84.0,Wind blowing from the north-northeast,2.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,17.4,,,,,,
2014-08-02 12:00:00,22.7,755.5,760.6,-0.2,73.0,Wind blowing from the north,3.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,17.5,,,,,,
2014-08-02 15:00:00,23.1,755.0,760.1,-0.5,68.0,Wind blowing from the north-northeast,4.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,16.9,,,,,,
2014-08-02 18:00:00,22.4,754.6,759.7,-0.4,71.0,Wind blowing from the north-northeast,5.0,70 - 80%, ,,,,23.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,16.8,,,,,,
2014-08-03 06:00:00,19.5,753.6,758.7,,87.0,Wind blowing from the west-southwest,3.0,100%, ,,,19.2,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,7.0,17.3,,,,,,
2014-08-03 09:00:00,21.0,754.5,759.6,0.9,78.0,Wind blowing from the west-southwest,5.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,7.0,17.0,,,,,,
2014-08-03 12:00:00,22.5,754.7,759.8,0.2,74.0,Wind blowing from the west-southwest,5.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,17.6,,,,,,
2014-08-03 15:00:00,22.9,754.7,759.8,0.0,71.0,Wind blowing from the west,4.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,17.4,,,,,,
2014-08-03 18:00:00,22.2,754.7,759.8,0.0,73.0,Wind blowing from the north-northeast,3.0,"10%  or less, but not 0", ,,,,23.1,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,17.0,,,,,,
2014-08-04 06:00:00,20.0,755.6,760.7,,91.0,Wind blowing from the west-southwest,3.0,100%, ,,,20.0,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,10.0,18.4,,,,,,
2014-08-04 09:00:00,20.5,756.5,761.6,0.9,86.0,Wind blowing from the west-southwest,4.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.0,,,,,,
2014-08-04 12:00:00,22.2,757.2,762.3,0.7,78.0,Wind blowing from the west-southwest,4.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.2,,,,,,
2014-08-04 15:00:00,22.5,756.5,761.6,-0.7,78.0,Wind blowing from the north-northwest,3.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.5,,,,,,
2014-08-04 18:00:00,21.6,756.4,761.5,-0.1,80.0,Wind blowing from the north-east,7.0,no clouds, ,,,,22.7,,,,,,8.0,18.0,,,,,,
2014-08-05 06:00:00,19.6,756.4,761.5,,90.0,Wind blowing from the south-west,3.0,20-30%, ,,,19.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.9,,,,,,
2014-08-05 09:00:00,20.2,757.0,762.1,0.6,88.0,Wind blowing from the west-southwest,4.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.1,,,,,,
2014-08-05 12:00:00,22.1,757.9,763.0,0.9,79.0,Wind blowing from the west-southwest,4.0,no clouds, ,,,,,,,,,,6.0,18.3,,,,,,
2014-08-05 15:00:00,22.5,757.3,762.4,-0.6,77.0,Wind blowing from the west-southwest,6.0,no clouds, ,,,,,,,,,,6.0,18.2,,,,,,
2014-08-05 18:00:00,22.0,757.3,762.4,0.0,80.0,Wind blowing from the west,3.0,60%, ,,,,23.2,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.3,,,,,,
2014-08-06 06:00:00,20.2,757.2,762.3,,93.0,Wind blowing from the south-west,4.0,100%, ,,,20.0,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,19.0,,,,,,
2014-08-06 09:00:00,20.8,757.5,762.6,0.3,91.0,Wind blowing from the west-southwest,4.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,5.0,19.3,,,,,,
2014-08-06 12:00:00,21.3,757.4,762.5,-0.1,85.0,Wind blowing from the west,4.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,18.7,,,,,,
2014-08-06 15:00:00,22.0,756.7,761.8,-0.7,83.0,Wind blowing from the north-northwest,2.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5.0,19.0,,,,,,
2014-08-06 18:00:00,21.8,756.7,761.8,0.0,81.0,Wind blowing from the north-east,3.0,20-30%, ,,,,22.2,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.4,,,,,,
2014-08-07 06:00:00,19.2,755.8,760.9,,95.0,Wind blowing from the south-west,4.0,100%,Mist. ,,,19.1,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,4.0,18.3,,,,,,
2014-08-07 09:00:00,19.8,755.9,761.0,0.1,92.0,Wind blowing from the west-southwest,5.0,100%,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,4.5,18.5,,,,,,
2014-08-07 12:00:00,21.5,756.3,761.4,0.4,81.0,Wind blowing from the south-west,7.0,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.1,,,,,,
2014-08-07 15:00:00,21.6,755.5,760.6,-0.8,81.0,Wind blowing from the west,3.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.2,,,,,,
2014-08-07 18:00:00,21.5,755.6,760.7,0.1,82.0,Wind blowing from the north-northeast,3.0,100%, ,,,,22.1,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.3,,,,,,
2014-08-08 06:00:00,18.6,754.6,759.7,,98.0,Wind blowing from the south-southwest,2.0,100%,Mist. ,,,18.5,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,2.5,18.2,,,,,,
2014-08-08 09:00:00,19.0,755.2,760.3,0.6,94.0,Wind blowing from the west,3.0,100%,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,3.5,18.0,,,,,,
2014-08-08 12:00:00,20.7,754.7,759.8,-0.5,84.0,Wind blowing from the west,4.0,100%,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,4.0,17.9,,,,,,
2014-08-08 15:00:00,21.7,754.6,759.7,-0.1,80.0,Wind blowing from the north,3.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.1,,,,,,
